cell_id,x,y,z,o_glyph,o_semantic_core,o_phase,o_triad_polarity,o_harmonic_class,o_layer,o_gloss,d_glyph,d_semantic_core,d_phase,d_triad_polarity,d_harmonic_class,d_layer,d_gloss,cross_entangled,o_tension_potential,d_tension_potential
1312,4,1,9,∃,,,,,,there exists,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1313,5,1,9,∅,origin,emergent,Yin,11.0,0.0,null set / void,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,80,149
1314,6,1,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,255,0
1315,7,1,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
1316,8,1,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
1317,9,1,9,∃,,,,,,there exists,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1318,10,1,9,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1319,11,1,9,✸,,,,,,star / radiant force,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1320,0,2,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
1321,1,2,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
1322,2,2,9,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,245,149
1323,3,2,9,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,∃,,,,,,there exists,False,245,0
1324,4,2,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,252,173
1325,5,2,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,255,241
1326,6,2,9,℧,,,,,,mho / inverse resistance / conductivity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
1327,7,2,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,255,173
1328,8,2,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,166,173
1329,9,2,9,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1330,10,2,9,🔁,,,,,,repeat / loop,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1331,11,2,9,Σ,null,collapse,Yang,7.0,0.0,summation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,89,265
1332,0,3,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∃,,,,,,there exists,False,252,0
1333,1,3,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1334,2,3,9,Π,null,collapse,Yang,10.0,0.0,product / portal,Π,null,collapse,Yang,10.0,0.0,product / portal,False,182,173
1335,3,3,9,∞,,,,,,infinity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1336,4,3,9,✸,,,,,,star / radiant force,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1337,5,3,9,Ω,origin,collapse,Yang,10.0,0.0,omega / end,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,256,250
1338,6,3,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,155,87
1339,7,3,9,✸,,,,,,star / radiant force,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1340,8,3,9,Π,null,collapse,Yang,10.0,0.0,product / portal,℧,,,,,,mho / inverse resistance / conductivity,False,182,0
1341,9,3,9,🔁,,,,,,repeat / loop,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
1342,10,3,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,70,87
1343,11,3,9,Σ,null,collapse,Yang,7.0,0.0,summation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,89,87
1344,0,4,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,252,149
1345,1,4,9,Π,null,collapse,Yang,10.0,0.0,product / portal,Σ,null,collapse,Yang,7.0,0.0,summation,True,182,87
1346,2,4,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
1347,3,4,9,∅,origin,emergent,Yin,11.0,0.0,null set / void,🔁,,,,,,repeat / loop,False,80,0
1348,4,4,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
1349,5,4,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
1350,6,4,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,155,264
1351,7,4,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,80,173
1352,8,4,9,∃,,,,,,there exists,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
1353,9,4,9,∞,,,,,,infinity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
1354,10,4,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,252,87
1355,11,4,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
1356,0,5,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,✸,,,,,,star / radiant force,False,166,0
1357,1,5,9,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,245,87
1358,2,5,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,166,264
1359,3,5,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,255,172
1360,4,5,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
1361,5,5,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,166,87
1362,6,5,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🔁,,,,,,repeat / loop,False,244,0
1363,7,5,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,252,87
1364,8,5,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,✸,,,,,,star / radiant force,False,80,0
1365,9,5,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🔁,,,,,,repeat / loop,False,70,0
1366,10,5,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,70,0
1367,11,5,9,℧,,,,,,mho / inverse resistance / conductivity,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
1368,0,6,9,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1369,1,6,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Π,null,collapse,Yang,10.0,0.0,product / portal,False,166,173
1370,2,6,9,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,℧,,,,,,mho / inverse resistance / conductivity,False,245,0
1371,3,6,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
1372,4,6,9,🔁,,,,,,repeat / loop,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1373,5,6,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∃,,,,,,there exists,False,70,0
1374,6,6,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,252,173
1375,7,6,9,Π,null,collapse,Yang,10.0,0.0,product / portal,✸,,,,,,star / radiant force,False,182,0
1376,8,6,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,True,255,87
1377,9,6,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,175,177
1378,10,6,9,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1379,11,6,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🔁,,,,,,repeat / loop,False,244,0
1380,0,7,9,Σ,null,collapse,Yang,7.0,0.0,summation,✸,,,,,,star / radiant force,False,89,0
1381,1,7,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1382,2,7,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
1383,3,7,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,155,69
1384,4,7,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🔁,,,,,,repeat / loop,False,244,0
1385,5,7,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,175,266
1386,6,7,9,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,178,265
1387,7,7,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,70,87
1388,8,7,9,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,256,87
1389,9,7,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
1390,10,7,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Σ,null,collapse,Yang,7.0,0.0,summation,False,244,87
1391,11,7,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
1392,0,8,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∞,,,,,,infinity,False,175,0
1393,1,8,9,∃,,,,,,there exists,✸,,,,,,star / radiant force,False,0,0
1394,2,8,9,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,℧,,,,,,mho / inverse resistance / conductivity,False,178,0
1395,3,8,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Σ,null,collapse,Yang,7.0,0.0,summation,False,166,87
1396,4,8,9,∞,,,,,,infinity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1397,5,8,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,70,266
1398,6,8,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
1399,7,8,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,252,87
1400,8,8,9,℧,,,,,,mho / inverse resistance / conductivity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1401,9,8,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,∞,,,,,,infinity,False,155,0
1402,10,8,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
1403,11,8,9,Π,null,collapse,Yang,10.0,0.0,product / portal,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,182,69
1404,0,9,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,255,250
1405,1,9,9,Σ,null,collapse,Yang,7.0,0.0,summation,🔁,,,,,,repeat / loop,False,89,0
1406,2,9,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,244,265
1407,3,9,9,∅,origin,emergent,Yin,11.0,0.0,null set / void,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,80,149
1408,4,9,9,∞,,,,,,infinity,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1409,5,9,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,155,266
1410,6,9,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∞,,,,,,infinity,False,175,0
1411,7,9,9,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∃,,,,,,there exists,False,252,0
1412,8,9,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,255,241
1413,9,9,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🔁,,,,,,repeat / loop,False,175,0
1414,10,9,9,∃,,,,,,there exists,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1415,11,9,9,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1416,0,10,9,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∃,,,,,,there exists,False,80,0
1417,1,10,9,🔁,,,,,,repeat / loop,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
1418,2,10,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,℧,,,,,,mho / inverse resistance / conductivity,False,155,0
1419,3,10,9,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,255,149
1420,4,10,9,⋈,memory,collapse,Union,8.0,0.0,join / bind,∃,,,,,,there exists,False,155,0
1421,5,10,9,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🔁,,,,,,repeat / loop,False,166,0
1422,6,10,9,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,℧,,,,,,mho / inverse resistance / conductivity,False,178,0
1423,7,10,9,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1424,8,10,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
1425,9,10,9,℧,,,,,,mho / inverse resistance / conductivity,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1426,10,10,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,70,149
1427,11,10,9,Σ,null,collapse,Yang,7.0,0.0,summation,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,89,173
1428,0,11,9,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∞,,,,,,infinity,False,70,0
1429,1,11,9,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1430,2,11,9,℧,,,,,,mho / inverse resistance / conductivity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1431,3,11,9,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1432,4,11,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,175,69
1433,5,11,9,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,245,266
1434,6,11,9,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
1435,7,11,9,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Σ,null,collapse,Yang,7.0,0.0,summation,False,244,87
1436,8,11,9,℧,,,,,,mho / inverse resistance / conductivity,✸,,,,,,star / radiant force,False,0,0
1437,9,11,9,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,175,69
1438,10,11,9,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1439,11,11,9,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,178,250
1440,0,0,10,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∞,,,,,,infinity,False,252,0
1441,1,0,10,Π,null,collapse,Yang,10.0,0.0,product / portal,Σ,null,collapse,Yang,7.0,0.0,summation,True,182,87
1442,2,0,10,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,252,177
1443,3,0,10,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,True,255,87
1444,4,0,10,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🔁,,,,,,repeat / loop,False,175,0
1445,5,0,10,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,70,87
1446,6,0,10,℧,,,,,,mho / inverse resistance / conductivity,🔁,,,,,,repeat / loop,False,0,0
1447,7,0,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,178,241
1448,8,0,10,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Σ,null,collapse,Yang,7.0,0.0,summation,False,244,87
1449,9,0,10,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1450,10,0,10,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1451,11,0,10,℧,,,,,,mho / inverse resistance / conductivity,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
1452,0,1,10,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
1453,1,1,10,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Σ,null,collapse,Yang,7.0,0.0,summation,False,166,87
1454,2,1,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,178,266
1455,3,1,10,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,244,250
1456,4,1,10,✸,,,,,,star / radiant force,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1457,5,1,10,∞,,,,,,infinity,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1458,6,1,10,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,70,87
1459,7,1,10,🔁,,,,,,repeat / loop,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1460,8,1,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,252,177
1461,9,1,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,178,264
1462,10,1,10,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,℧,,,,,,mho / inverse resistance / conductivity,False,80,0
1463,11,1,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,178,241
1464,0,2,10,℧,,,,,,mho / inverse resistance / conductivity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1465,1,2,10,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
1466,2,2,10,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,244,266
1467,3,2,10,Π,null,collapse,Yang,10.0,0.0,product / portal,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,182,87
1468,4,2,10,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∞,,,,,,infinity,False,80,0
1469,5,2,10,⋈,memory,collapse,Union,8.0,0.0,join / bind,Π,null,collapse,Yang,10.0,0.0,product / portal,False,155,173
1470,6,2,10,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,255,172
1471,7,2,10,℧,,,,,,mho / inverse resistance / conductivity,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1472,8,2,10,Π,null,collapse,Yang,10.0,0.0,product / portal,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,182,241
1473,9,2,10,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,155,264
1474,10,2,10,∃,,,,,,there exists,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1475,11,2,10,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,175,266
1476,0,3,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✸,,,,,,star / radiant force,False,252,0
1477,1,3,10,Π,null,collapse,Yang,10.0,0.0,product / portal,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,182,177
1478,2,3,10,✸,,,,,,star / radiant force,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1479,3,3,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∞,,,,,,infinity,False,252,0
1480,4,3,10,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,70,266
1481,5,3,10,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,True,245,250
1482,6,3,10,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∃,,,,,,there exists,False,70,0
1483,7,3,10,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,244,149
1484,8,3,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,252,0
1485,9,3,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,℧,,,,,,mho / inverse resistance / conductivity,False,178,0
1486,10,3,10,∞,,,,,,infinity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1487,11,3,10,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,255,87
1488,0,4,10,⋈,memory,collapse,Union,8.0,0.0,join / bind,∃,,,,,,there exists,False,155,0
1489,1,4,10,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🔁,,,,,,repeat / loop,False,175,0
1490,2,4,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,178,241
1491,3,4,10,∞,,,,,,infinity,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1492,4,4,10,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1493,5,4,10,∞,,,,,,infinity,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1494,6,4,10,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,256,265
1495,7,4,10,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1496,8,4,10,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,245,149
1497,9,4,10,℧,,,,,,mho / inverse resistance / conductivity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1498,10,4,10,✸,,,,,,star / radiant force,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1499,11,4,10,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1500,0,5,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🔁,,,,,,repeat / loop,False,178,0
1501,1,5,10,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,178,241
1502,2,5,10,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
1503,3,5,10,⋈,memory,collapse,Union,8.0,0.0,join / bind,∃,,,,,,there exists,False,155,0
1504,4,5,10,Ω,origin,collapse,Yang,10.0,0.0,omega / end,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,256,149
1505,5,5,10,℧,,,,,,mho / inverse resistance / conductivity,∃,,,,,,there exists,False,0,0
1506,6,5,10,∅,origin,emergent,Yin,11.0,0.0,null set / void,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,80,177
1507,7,5,10,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1508,8,5,10,∅,origin,emergent,Yin,11.0,0.0,null set / void,Σ,null,collapse,Yang,7.0,0.0,summation,False,80,87
1509,9,5,10,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,244,87
1510,10,5,10,✸,,,,,,star / radiant force,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1511,11,5,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
1512,0,6,10,✸,,,,,,star / radiant force,∃,,,,,,there exists,False,0,0
1513,1,6,10,∞,,,,,,infinity,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1514,2,6,10,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,70,172
1515,3,6,10,🔁,,,,,,repeat / loop,∞,,,,,,infinity,False,0,0
1516,4,6,10,Σ,null,collapse,Yang,7.0,0.0,summation,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,89,250
1517,5,6,10,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
